FORMULA,PROPERTY: Processing method,PROPERTY: Type of test,Measuremet T (?°C),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: Calculated Density (g/cm$^3$),PROPERTY: Microstructure,PROPERTY: HV,PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Exp. Young modulus (GPa),PROPERTY: Calculated Young modulus (GPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),Others: DOI,Others: Reference
Mo1 Nb1 Ta1 Ti0.75 W1,CAST,C,25.0,,12.2,BCC,495.6,1304.0,1593.0,,228.0,,,10.1016/j.msea.2017.12.004,
Mo1 Nb1 Ta1 Ti1,ANNEAL,,,,10.0,BCC,407.0,,,,179.0,,,10.1016/j.matdes.2018.06.003,
Mo1 Nb1 Ta1 Ti1,CAST,,,,10.0,BCC,431.0,,,,179.0,,,10.1016/j.matdes.2018.06.003,
Mo1 Nb1 Ta1 Ti1,ANNEAL,C,20.0,,10.0,BCC,,1210.0,,,179.0,,,10.1016/j.actamat.2019.06.006,
Mo1 Nb1 Ta1 Ti1,ANNEAL,C,60.0,,10.0,BCC,,1071.0,,,179.0,,,10.1016/j.actamat.2019.06.006,
Mo1 Nb1 Ta1 Ti1,ANNEAL,C,100.0,,10.0,BCC,,1029.0,,,179.0,,,10.1016/j.actamat.2019.06.006,
Mo1 Nb1 Ta1 Ti1,ANNEAL,C,200.0,,10.0,BCC,,868.0,,,179.0,,,10.1016/j.actamat.2019.06.006,
Mo1 Nb1 Ta1 Ti1,ANNEAL,C,300.0,,10.0,BCC,,732.0,,,179.0,,,10.1016/j.actamat.2019.06.006,
Mo1 Nb1 Ta1 Ti1,ANNEAL,C,400.0,,10.0,BCC,,685.0,,,179.0,,,10.1016/j.actamat.2019.06.006,
Mo1 Nb1 Ta1 Ti1,ANNEAL,C,600.0,,10.0,BCC,,593.0,,,179.0,,,10.1016/j.actamat.2019.06.006,
Mo1 Nb1 Ta1 Ti1,ANNEAL,C,800.0,,10.0,BCC,,564.0,,,179.0,,,10.1016/j.actamat.2019.06.006,
Mo1 Nb1 Ta1 Ti1,ANNEAL,C,1000.0,,10.0,BCC,,539.0,,,179.0,,,10.1016/j.actamat.2019.06.006,
Mo1 Nb1 Ta1 Ti1 V1,CAST,C,25.0,,9.4,BCC,,1400.0,2450.0,,171.0,,,10.1016/j.jallcom.2016.11.188,
Mo1 Nb1 Ta1 Ti1 V1 W1,CAST,C,600.0,,11.0,BCC,,973.0,1590.0,,209.0,,,10.1016/j.intermet.2017.01.007,
Mo1 Nb1 Ta1 Ti1 V1 W1,CAST,C,800.0,,11.0,BCC,,791.3,1180.0,,209.0,,,10.1016/j.intermet.2017.01.007,
Mo1 Nb1 Ta1 Ti1 V1 W1,CAST,C,1000.0,,11.0,BCC,,752.8,1105.0,,209.0,,,10.1016/j.intermet.2017.01.007,
Mo1 Nb1 Ta1 Ti1 V1 W1,CAST,C,1200.0,,11.0,BCC,,659.0,696.0,,209.0,,,10.1016/j.intermet.2017.01.007,
Mo1 Nb1 Ta1 Ti1 V1 W1,CAST,C,25.0,,11.0,BCC,,1515.0,2135.0,,209.0,,,10.1016/j.intermet.2017.01.007,
Mo1 Nb1 Ta1 Ti1 V1 W1,CAST,C,23.0,10.91,11.0,BCC,,1515.0,,,209.0,,,10.1016/j.actamat.2019.06.032,
Mo1 Nb1 Ta1 Ti1 V1 W1,CAST,C,1000.0,10.91,11.0,BCC,,753.0,,,209.0,,,10.1016/j.actamat.2019.06.032,
Mo1 Nb1 Ta1 Ti1 V1 W1,CAST,C,1200.0,10.91,11.0,BCC,,659.0,,,209.0,,,10.1016/j.actamat.2019.06.032,
Mo1 Nb1 Ta1 Ti1 W1,CAST,C,25.0,,11.8,BCC,507.5,1455.0,1910.0,,222.0,,,10.1016/j.msea.2017.12.004,
Mo1 Nb1 Ta1 Ti1 W1,ANNEAL,,,,11.8,BCC,482.0,,,,222.0,,,10.1016/j.matdes.2018.06.003,
Mo1 Nb1 Ta1 Ti1 W1,CAST,,,,11.8,BCC,446.0,,,,222.0,,,10.1016/j.matdes.2018.06.003,
Mo1 Nb1 Ta1 Ti1 W1,CAST,C,600.0,,11.8,BCC,,689.0,1681.0,,222.0,,,10.1016/j.intermet.2017.01.007,
Mo1 Nb1 Ta1 Ti1 W1,CAST,C,800.0,,11.8,BCC,,674.0,1618.0,,222.0,,,10.1016/j.intermet.2017.01.007,
Mo1 Nb1 Ta1 Ti1 W1,CAST,C,1000.0,,11.8,BCC,,620.0,1426.0,,222.0,,,10.1016/j.intermet.2017.01.007,
Mo1 Nb1 Ta1 Ti1 W1,CAST,C,1200.0,,11.8,BCC,,586.0,814.0,,222.0,,,10.1016/j.intermet.2017.01.007,
Mo1 Nb1 Ta1 Ti1 W1,CAST,C,25.0,,11.8,BCC,,1343.0,2005.0,,222.0,,,10.1016/j.intermet.2017.01.007,
Mo1 Nb1 Ta1 Ti1 W1,CAST,C,23.0,11.72,11.8,BCC,,1343.0,,,222.0,,,10.1016/j.actamat.2019.06.032,
Mo1 Nb1 Ta1 Ti1 W1,CAST,C,1000.0,11.72,11.8,BCC,,620.0,,,222.0,,,10.1016/j.actamat.2019.06.032,
Mo1 Nb1 Ta1 Ti1 W1,CAST,C,1200.0,11.72,11.8,BCC,,586.0,,,222.0,,,10.1016/j.actamat.2019.06.032,
Mo1 Nb1 Ta1 V1,ANNEAL,C,25.0,,10.7,BCC,504.0,1525.0,2400.0,,186.0,21.0,,10.3390/e18050189,
Mo1 Nb1 Ta1 V1 W1,POWDER,C,25.0,,12.4,BCC,,2612.0,3472.0,,229.0,2.0,,10.1016/j.msea.2017.12.021,
Mo1 Nb1 Ta1 V1 W1,CAST,C,25.0,,12.4,BCC,536.0,1246.0,1270.0,,229.0,13.0,,10.1016/j.intermet.2011.01.004,
Mo1 Nb1 Ta1 V1 W1,CAST,C,600.0,,12.4,BCC,,862.0,,,229.0,17.0,,10.1016/j.intermet.2011.01.004,
Mo1 Nb1 Ta1 V1 W1,CAST,C,800.0,,12.4,BCC,,846.0,,,229.0,19.0,,10.1016/j.intermet.2011.01.004,
Mo1 Nb1 Ta1 V1 W1,CAST,C,1000.0,,12.4,BCC,,842.0,,,229.0,7.5,,10.1016/j.intermet.2011.01.004,
Mo1 Nb1 Ta1 V1 W1,CAST,C,1200.0,,12.4,BCC,,735.0,,,229.0,40.0,,10.1016/j.intermet.2011.01.004,
Mo1 Nb1 Ta1 V1 W1,CAST,C,1400.0,,12.4,BCC,,656.0,,,229.0,40.0,,10.1016/j.intermet.2011.01.004,
Mo1 Nb1 Ta1 V1 W1,CAST,C,1600.0,,12.4,BCC,,477.0,,,229.0,,,10.1016/j.intermet.2011.01.004,
Mo1 Nb1 Ta1 W1,CAST,C,25.0,,13.7,BCC,,996.0,1148.0,,250.0,2.0,,10.1016/j.msea.2017.12.004,
Mo1 Nb1 Ta1 W1,CAST,C,25.0,,13.7,BCC,454.0,1058.0,1211.0,,250.0,40.0,,10.1016/j.intermet.2011.01.004,
Mo1 Nb1 Ta1 W1,CAST,C,600.0,,13.7,BCC,,561.0,,,250.0,40.0,,10.1016/j.intermet.2011.01.004,
Mo1 Nb1 Ta1 W1,CAST,C,800.0,,13.7,BCC,,552.0,,,250.0,40.0,,10.1016/j.intermet.2011.01.004,
Mo1 Nb1 Ta1 W1,CAST,C,1000.0,,13.7,BCC,,548.0,,,250.0,40.0,,10.1016/j.intermet.2011.01.004,
Mo1 Nb1 Ta1 W1,CAST,C,1200.0,,13.7,BCC,,506.0,,,250.0,40.0,,10.1016/j.intermet.2011.01.004,
Mo1 Nb1 Ta1 W1,CAST,C,1400.0,,13.7,BCC,,421.0,,,250.0,40.0,,10.1016/j.intermet.2011.01.004,
Mo1 Nb1 Ta1 W1,CAST,C,1600.0,,13.7,BCC,,405.0,,,250.0,,,10.1016/j.intermet.2011.01.004,
Mo1 Nb1 Ta1 W1,POWDER,C,25.0,,13.7,BCC,504.5,1217.0,,,250.0,7.5,3.8,10.1007/s10853-019-03567-9,
Mo1 Nb1 Ta1 W1,POWDER,,200.0,,13.7,BCC,420.0,,,,250.0,,,10.1007/s10853-019-03567-9,
Mo1 Nb1 Ta1 W1,POWDER,,400.0,,13.7,BCC,425.0,,,,250.0,,,10.1007/s10853-019-03567-9,
Mo1 Nb1 Ta1 W1,POWDER,,600.0,,13.7,BCC,340.0,,,,250.0,,,10.1007/s10853-019-03567-9,
Mo1 Nb1 Ta1 W1,POWDER,,800.0,,13.7,BCC,335.5,,,,250.0,,,10.1007/s10853-019-03567-9,
Mo1 Nb1 Ti1 V0.25 Zr1,CAST,C,25.0,,7.3,BCC,,1776.0,3893.0,,142.0,30.0,,10.1007/s11837-012-0366-5,
Mo1 Nb1 Ti1 V0.3 Zr1,ANNEAL,C,25.0,,7.2,BCC,,1455.0,,,142.0,,25.0,10.1016/j.matdes.2015.06.072,
Mo1 Nb1 Ti1 V0.5 Zr1,CAST,C,25.0,,7.2,BCC,,1647.0,3307.0,,142.0,28.0,,10.1007/s11837-012-0366-5,
Mo1 Nb1 Ti1 V0.75 Zr1,CAST,C,25.0,,7.2,BCC,,1708.0,3929.0,,141.0,29.0,,10.1007/s11837-012-0366-5,
Mo1 Nb1 Ti1 V1,CAST,C,25.0,,7.3,BCC,441.0,1200.0,2050.0,,167.0,26.0,,10.3390/e16020870,
Mo1 Nb1 Ti1 V1 Zr1,ANNEAL,C,25.0,,7.1,BCC,,1779.0,,,141.0,,32.0,10.1016/j.matdes.2015.06.072,
Mo1 Nb1 Ti1 V1 Zr1,CAST,C,25.0,,7.1,BCC,,1786.0,3828.0,,,,,10.1007/s11837-012-0366-5,
Mo1 Nb1 Ti1 Zr1,CAST,C,25.0,,7.3,BCC,,1592.0,3450.0,,143.0,34.0,,10.1007/s11837-012-0366-5,
Mo1 Ta1 Ti1 V1,CAST,C,25.0,,9.6,BCC,,1221.0,1454.0,,189.0,,,10.4028/www.scientific.net/MSF.898.638,
Mo2 Nb1 Ti1 V1 Zr1,,C,25.0,7.6,7.588602845,BCC,,1765.0,,,168.7989452,12.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo2 Nb1 Ti1 V1 Zr1,CAST,C,25.0,7.6,7.588602845,BCC,,1765.0,,,168.7989452,12.0,12.0,,Prof.Yeh-RHEA
Mo1 Nb1 Re1 Ta1 W1,CAST,C,25.0,15.138,14.97957603,BCC,,1000.0,1320.0,,288.2287913,1.7,1.7,,Prof.Yeh-RHEA
Mo1 Nb1 Ta1 Ti0.25 W1,CAST,C,25.0,13.15,13.09564737,BCC,,1110.0,,,241.768928,2.5,2.5,,Prof.Yeh-RHEA
Mo1 Nb1 Ta1 Ti0.5 W1,CAST,C,25.0,12.7,12.59689771,BCC,,1210.0,,,234.47241,5.9,5.9,,Prof.Yeh-RHEA
Mo1 Nb1 Ta1 Ti0.75 W1,CAST,C,25.0,12.2,12.15284498,BCC,,1300.0,,,227.9760874,8.4,8.4,,Prof.Yeh-RHEA
Mo1 Nb1 Ta1 Ti1 V1,CAST,C,25.0,9.29,9.368307877,BCC,,1400.0,,,170.7411036,33.0,33.0,,Prof.Yeh-RHEA
Mo1 Nb1 Ta1 Ti1 V1 W1,CAST,C,25.0,10.9,10.96726778,BCC,,1520.0,,,208.9870566,10.6,10.6,,Prof.Yeh-RHEA
Mo1 Nb1 Ta1 Ti1 W1,CAST,C,25.0,11.9,11.75495916,BCC,,1340.0,,,222.155169,14.1,14.1,,Prof.Yeh-RHEA
Mo1 Nb1 Ta1 V1,,C,25.0,10.7,10.68399594,BCC,504.0,1525.0,2400.0,,185.5314881,21.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1 Nb1 Ta1 V1,CAST,C,25.0,10.35,10.68399594,BCC,,1530.0,,,185.5314881,21.8,20.0,,Prof.Yeh-RHEA
Mo1 Nb1 Ta1 V1 W1,,,25.0,12.4,12.37616704,BCC,,1246.0,,,229.2405322,2.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1 Nb1 Ta1 V1 W1,,,600.0,12.4,12.37616704,BCC,,862.0,,,229.2405322,13.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1 Nb1 Ta1 V1 W1,,,800.0,12.4,12.37616704,BCC,,846.0,,,229.2405322,17.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1 Nb1 Ta1 V1 W1,,,1000.0,12.4,12.37616704,BCC,,842.0,,,229.2405322,19.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1 Nb1 Ta1 V1 W1,,,1200.0,12.4,12.37616704,BCC,,735.0,,,229.2405322,8.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1 Nb1 Ta1 V1 W1,,,1400.0,12.4,12.37616704,BCC,,656.0,,,229.2405322,40.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1 Nb1 Ta1 V1 W1,,,1600.0,12.4,12.37616704,BCC,,477.0,,,229.2405322,40.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1 Nb1 Ta1 V1 W1,,C,25.0,12.4,12.37616704,BCC,536.0,1246.0,1270.0,,229.2405322,2.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1 Nb1 Ta1 V1 W1,CAST,C,25.0,12.4,12.37616704,BCC,535.5,1246.0,,,229.2405322,1.7,1.7,,Prof.Yeh-RHEA
Mo1 Nb1 Ta1 W1,,,25.0,13.8,13.65986331,BCC,,1058.0,,,250.0231927,3.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1 Nb1 Ta1 W1,,,600.0,13.8,13.65986331,BCC,,561.0,,,250.0231927,40.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1 Nb1 Ta1 W1,,,800.0,13.8,13.65986331,BCC,,552.0,,,250.0231927,40.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1 Nb1 Ta1 W1,,,1000.0,13.8,13.65986331,BCC,,548.0,,,250.0231927,40.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1 Nb1 Ta1 W1,,,1200.0,13.8,13.65986331,BCC,,506.0,,,250.0231927,40.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1 Nb1 Ta1 W1,,,1400.0,13.8,13.65986331,BCC,,421.0,,,250.0231927,40.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1 Nb1 Ta1 W1,,,1600.0,13.8,13.65986331,BCC,,405.0,,,250.0231927,40.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1 Nb1 Ta1 W1,,C,25.0,13.7,13.65986331,BCC,454.0,1058.0,1211.0,,250.0231927,2.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1 Nb1 Ta1 W1,CAST,C,25.0,13.8,13.65986331,BCC,454.0,1058.0,,,250.0231927,2.1,2.1,,Prof.Yeh-RHEA
Mo1 Nb1 Ti1 V1,,C,25.0,7.3,7.343754914,BCC,441.0,1200.0,,,166.5144243,26.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1 Nb1 Ti1 V1,CAST,C,25.0,7.3,7.343754914,BCC,441.0,1200.0,,170.0,166.5144243,26.0,25.0,,Prof.Yeh-RHEA
Mo1 Nb1 Ti1 V0.25 Zr1,,C,25.0,7.3,7.256075719,BCC,,1776.0,3893.0,,142.2153355,30.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1 Nb1 Ti1 V0.25 Zr1,CAST,C,25.0,7.255,7.256075719,BCC,,1780.0,,,142.2153355,30.1,19.3,,Prof.Yeh-RHEA
Mo1 Nb1 Ti1 V0.50 Zr1,,C,25.0,7.2,7.207997756,BCC,,1647.0,3307.0,,141.6122782,28.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1 Nb1 Ti1 V0.50 Zr1,CAST,C,25.0,7.205,7.207997756,BCC,,1650.0,,,141.6122782,28.1,18.0,,Prof.Yeh-RHEA
Mo1 Nb1 Ti1 V0.75 Zr1,,C,25.0,7.2,7.163833007,BCC,,1708.0,3929.0,,141.0583056,29.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1 Nb1 Ti1 V0.75 Zr1,CAST,C,25.0,7.165,7.163833007,BCC,,1710.0,,,141.0583056,29.3,15.5,,Prof.Yeh-RHEA
Mo1 Nb1 Ti1 V1.0 Zr1,,C,25.0,7.1,7.123122391,BCC,,1786.0,3828.0,,140.5476593,26.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1 Nb1 Ti1 V1.0 Zr1,CAST,C,25.0,7.125,7.123122391,BCC,,1790.0,,,140.5476593,25.9,16.7,,Prof.Yeh-RHEA
Mo1 Nb1 Ti1 V1.5 Zr1,,C,25.0,7.1,7.050560244,BCC,,1735.0,3300.0,,139.6374891,20.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1 Nb1 Ti1 V1.5 Zr1,CAST,C,25.0,7.055,7.050560244,BCC,,1735.0,,,139.6374891,20.1,13.2,,Prof.Yeh-RHEA
Mo1 Nb1 Ti1 V2.0 Zr1,,C,25.0,7.0,6.987813039,BCC,,1538.0,3176.0,,138.8504308,23.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1 Nb1 Ti1 V2.0 Zr1,CAST,C,25.0,6.985,6.987813039,BCC,,1540.0,,,138.8504308,23.2,15.5,,Prof.Yeh-RHEA
Mo1 Nb1 Ti1 V3.0 Zr1,,C,25.0,6.9,6.884746957,BCC,,1418.0,2508.0,,137.55764,24.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1 Nb1 Ti1 V3.0 Zr1,CAST,C,25.0,6.885,6.884746957,BCC,,1420.0,,,137.55764,23.6,16.4,,Prof.Yeh-RHEA
Mo1 Nb1 Ti1 V1 Zr1,,C,25.0,7.1,7.123122391,BCC,,1779.0,,,140.5476593,32.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1 Nb1 Ti1 V1 Zr1,CAST,C,25.0,7.1,7.123122391,BCC,,1779.0,,,140.5476593,32.0,32.0,,Prof.Yeh-RHEA
Mo1 Nb1 Ti1 Zr1,,C,25.0,7.3,7.308611099,BCC,,1592.0,3450.0,,142.8743035,34.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1 Nb1 Ti1 Zr1,CAST,C,25.0,7.305,7.308611099,BCC,,1590.0,,,142.8743035,33.5,21.9,,Prof.Yeh-RHEA
Nb1 Ta1 Ti1,CAST,T,25.0,,10.0,BCC,246.0,620.0,683.0,143.0,136.0,,,10.3390/e21020114,
Nb1 Ta1 Ti1,WROUGHT,C,20.0,,10.0,BCC,,573.0,,,136.0,,,10.1016/j.actamat.2019.06.006,
Nb1 Ta1 Ti1,WROUGHT,C,100.0,,10.0,BCC,,486.0,,,136.0,,,10.1016/j.actamat.2019.06.006,
Nb1 Ta1 Ti1,WROUGHT,C,200.0,,10.0,BCC,,378.0,,,136.0,,,10.1016/j.actamat.2019.06.006,
Nb1 Ta1 Ti1,WROUGHT,C,300.0,,10.0,BCC,,314.0,,,136.0,,,10.1016/j.actamat.2019.06.006,
Nb1 Ta1 Ti1,WROUGHT,C,400.0,,10.0,BCC,,232.0,,,136.0,,,10.1016/j.actamat.2019.06.006,
Nb1 Ta1 Ti1,WROUGHT,C,600.0,,10.0,BCC,,222.0,,,136.0,,,10.1016/j.actamat.2019.06.006,
Nb1 Ta1 Ti1,WROUGHT,C,800.0,,10.0,BCC,,210.0,,,136.0,,,10.1016/j.actamat.2019.06.006,
Nb1 Ta1 Ti1,WROUGHT,C,1000.0,,10.0,BCC,,160.0,,,136.0,18.5,,10.1016/j.actamat.2019.06.006,
Nb1 Ta1 Ti1 V1,CAST,C,25.0,,9.2,BCC,,1092.0,,,134.0,,,10.1016/j.proeng.2012.03.043,
Nb1 Ta1 Ti1 V1,CAST,C,25.0,,9.2,BCC,,965.0,,,134.0,,,10.1016/j.msea.2016.07.102,
Nb1 Ta1 Ti1 V1,POWDER,C,25.0,,9.2,BCC,427.9,1108.0,,,134.0,28.3,,10.1016/j.jallcom.2018.10.230,
Nb1 Ta1 Ti1 V1,POWDER,C,25.0,,9.2,BCC,444.3,1308.0,,,134.0,27.9,,10.1016/j.jallcom.2018.10.230,
Nb1 Ta1 Ti1 V1,POWDER,C,25.0,,9.2,BCC,510.9,1373.0,,,134.0,29.5,,10.1016/j.jallcom.2018.10.230,
Nb1 Ta1 Ti1 V1 W1,CAST,C,25.0,,11.1,BCC,,1420.0,1800.0,,187.0,20.0,,10.1016/j.msea.2016.07.102,
Nb1 Ta1 Ti1 W1,ANNEAL,C,20.0,,12.1,BCC,,1054.0,,,198.0,,,10.1016/j.actamat.2019.06.006,
Nb1 Ta1 Ti1 W1,ANNEAL,C,100.0,,12.1,BCC,,968.0,,,198.0,,,10.1016/j.actamat.2019.06.006,
Nb1 Ta1 Ti1 W1,ANNEAL,C,200.0,,12.1,BCC,,869.0,,,198.0,,,10.1016/j.actamat.2019.06.006,
Nb1 Ta1 Ti1 W1,ANNEAL,C,300.0,,12.1,BCC,,754.0,,,198.0,,,10.1016/j.actamat.2019.06.006,
Nb1 Ta1 Ti1 W1,ANNEAL,C,400.0,,12.1,BCC,,627.0,,,198.0,,,10.1016/j.actamat.2019.06.006,
Nb1 Ta1 Ti1 W1,ANNEAL,C,600.0,,12.1,BCC,,596.0,,,198.0,,,10.1016/j.actamat.2019.06.006,
Nb1 Ta1 Ti1 W1,ANNEAL,C,800.0,,12.1,BCC,,564.0,,,198.0,,,10.1016/j.actamat.2019.06.006,
Nb1 Ta1 Ti1 W1,ANNEAL,C,1000.0,,12.1,BCC,,459.0,,,198.0,,,10.1016/j.actamat.2019.06.006,
Nb1 Ta1 Ti1 Zr1,CAST,T,25.0,,8.9,BCC,358.0,1144.0,1205.0,98.0,115.0,6.4,,10.3390/e21020114,
Nb1 Ta1 V1 W1,CAST,C,25.0,,12.9,BCC,,1530.0,1700.0,,206.0,12.0,,10.1016/j.msea.2016.07.102,
Nb1 Ti1 V0.3 Zr1,ANNEAL,C,25.0,,6.5,BCC,,866.0,,,96.0,,45.0,10.1016/j.matdes.2015.06.072,
Nb1 Ti1 V1 Zr1,ANNEAL,C,25.0,,6.5,BCC,,1104.0,,,100.0,,50.0,10.1016/j.matdes.2015.06.072,
Nb1 Ti1 V1 Zr1,,C,25.0,6.52,6.5,,335.0,1105.0,,,,50.0,,10.1016/j.actamat.2012.11.032,
Nb1 Ti1 Zr1,CAST,T,25.0,,6.5,BCC,295.0,956.0,991.0,88.0,94.0,,,10.3390/e21020114,
Nb1 Ti1 Zr1,CAST,C,25.0,,6.5,BCC,372.0,1223.0,,,94.0,,,10.1007/s12598-019-01310-6,
Nb1 Ti1 Zr1,ANNEAL,,,,6.5,BCC,,,,,94.0,51.0,,10.1007/s12598-019-01310-6,
Nb1 Ti1 Zr1,CAST,C,800.0,,6.5,BCC,,462.0,,,94.0,51.0,,10.1007/s12598-019-01310-6,
Nb1 Ti1 Zr1,CAST,C,1000.0,,6.5,BCC,,218.0,,,94.0,14.2,,10.1007/s12598-019-01310-6,
Nb1 Ta1 Ti1 V1,,C,25.0,9.2,9.169851378,BCC,,1092.0,,134.0,134.2138287,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Nb1 Ta1 Ti1 V1,CAST,C,25.0,9.175,9.169851378,BCC,,1090.0,,106.0,134.2138287,50.0,50.0,,Prof.Yeh-RHEA
Nb1 Ta1 Ti1 V1 W1,CAST,C,25.0,11.0,11.10562283,BCC,,1420.0,,,186.5220515,20.0,16.0,,Prof.Yeh-RHEA
Nb1 Ta1 V1 W1,,C,25.0,12.9,12.88664201,BCC,492.0,1530.0,,,205.5328097,12.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Nb1 Ta1 V1 W1,CAST,C,25.0,12.6,12.88664201,BCC,,1530.0,,,205.5328097,12.0,12.0,,Prof.Yeh-RHEA
Mo1 Nb1 Ti1 V0.3,,C,25.0,7.3,7.557003239,BCC,,1455.0,,,173.2411084,25.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1 Nb1 Ti1 V0.3,CAST,C,25.0,7.3,7.557003239,BCC,,1455.0,,,173.2411084,25.0,25.0,,Prof.Yeh-RHEA
Mo0.1 Nb1 Ti1 V0.3,,C,25.0,6.6,6.651535095,BCC,,932.0,,,120.4416961,45.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo0.1 Nb1 Ti1 V0.3,CAST,C,25.0,6.6,6.651535095,BCC,,932.0,,,120.4416961,45.0,45.0,,Prof.Yeh-RHEA
Mo0.3 Nb1 Ti1 V0.3,,C,25.0,6.8,6.902084765,BCC,,1312.0,,,135.0516804,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo0.3 Nb1 Ti1 V0.3,CAST,C,25.0,6.8,6.902084765,BCC,,1312.0,,,135.0516804,50.0,50.0,,Prof.Yeh-RHEA
Mo0.5 Nb1 Ti1 V0.3,,C,25.0,6.9,7.119829355,BCC,,1301.0,,,147.7487437,43.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo0.5 Nb1 Ti1 V0.3,CAST,C,25.0,6.9,7.119829355,BCC,,1301.0,,,147.7487437,43.0,43.0,,Prof.Yeh-RHEA
Mo0.7 Nb1 Ti1 V0.3,,C,25.0,7.1,7.310815865,BCC,,1436.0,,,158.8854972,27.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo0.7 Nb1 Ti1 V0.3,CAST,C,25.0,7.1,7.310815865,BCC,,1436.0,,,158.8854972,27.0,27.0,,Prof.Yeh-RHEA
Mo1.3 Nb1 Ti1 V0.3,,C,25.0,7.4,7.764873617,BCC,,1603.0,,,185.3623894,20.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1.3 Nb1 Ti1 V0.3,CAST,C,25.0,7.4,7.764873617,BCC,,1603.0,,,185.3623894,20.0,20.0,,Prof.Yeh-RHEA
Mo1.5 Nb1 Ti1 V0.3,,C,25.0,7.5,7.886366337,BCC,,1576.0,,,192.4468398,8.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1.5 Nb1 Ti1 V0.3,CAST,C,25.0,7.5,7.886366337,BCC,,1576.0,,,192.4468398,8.0,8.0,,Prof.Yeh-RHEA
